None , 9937 , 0.0063%
1 , 3748570 , 2.3944%
2 , 1027454 , 0.6563%
3 , 1205030 , 0.7697%
4 , 71210096 , 45.4849%
11 , 940707 , 0.6009%
12 , 743807 , 0.4751%
20 , 2554131 , 1.6314%
21 , 36448 , 0.0233%
22 , 128743 , 0.0822%
23 , 12815 , 0.0082%
24 , 6604 , 0.0042%
25 , 8866 , 0.0057%
26 , 7332 , 0.0047%
27 , 4137 , 0.0026%
28 , 4620 , 0.003%
29 , 2879 , 0.0018%
30 , 131 , 0.0001%
31 , 4388777 , 2.8033%
32 , 4381778 , 2.7988%
33 , 4424331 , 2.826%
34 , 4365800 , 2.7886%
35 , 4094173 , 2.6151%
36 , 3768247 , 2.4069%
37 , 3712582 , 2.3714%
38 , 3418152 , 2.1833%
39 , 298118 , 0.1904%
40 , 298001 , 0.1903%
41 , 45640 , 0.0292%
50 , 28896668 , 18.4575%
53 , 2 , 0.0%
54 , 20 , 0.0%
60 , 5172 , 0.0033%
75 , 8903932 , 5.6873%
102 , 5 , 0.0%
110 , 2768 , 0.0018%
111 , 1497 , 0.001%
112 , 1750 , 0.0011%
113 , 1594 , 0.001%
114 , 1982 , 0.0013%
115 , 1027 , 0.0007%
116 , 1414 , 0.0009%
117 , 762 , 0.0005%
118 , 852 , 0.0005%
119 , 582 , 0.0004%
120 , 992 , 0.0006%
121 , 512 , 0.0003%
122 , 686 , 0.0004%
123 , 463 , 0.0003%
124 , 467 , 0.0003%
125 , 298 , 0.0002%
126 , 401 , 0.0003%
127 , 199 , 0.0001%
128 , 226 , 0.0001%
129 , 209 , 0.0001%
130 , 311 , 0.0002%
131 , 3663343 , 2.3399%
132 , 209 , 0.0001%
133 , 153 , 0.0001%
134 , 135 , 0.0001%
135 , 94 , 0.0001%
136 , 135 , 0.0001%
137 , 69 , 0.0%
138 , 70 , 0.0%
139 , 83 , 0.0001%
200 , 228 , 0.0001%
201 , 4305 , 0.0027%
202 , 43 , 0.0%
300 , 10513 , 0.0067%
301 , 73747 , 0.0471%
304 , 131833 , 0.0842%
