None , 13210 , 0.0093%
1 , 3789280 , 2.6628%
2 , 1068408 , 0.7508%
3 , 1041321 , 0.7318%
4 , 59605838 , 41.8858%
11 , 932928 , 0.6556%
12 , 730731 , 0.5135%
20 , 2403587 , 1.689%
21 , 44111 , 0.031%
22 , 67820 , 0.0477%
23 , 14064 , 0.0099%
24 , 6570 , 0.0046%
25 , 9359 , 0.0066%
26 , 6936 , 0.0049%
27 , 4363 , 0.0031%
28 , 4585 , 0.0032%
29 , 2843 , 0.002%
30 , 178 , 0.0001%
31 , 3780675 , 2.6567%
32 , 3774764 , 2.6526%
33 , 3828164 , 2.6901%
34 , 3773901 , 2.652%
35 , 3540163 , 2.4877%
36 , 3260887 , 2.2915%
37 , 3205370 , 2.2525%
38 , 2954245 , 2.076%
39 , 253929 , 0.1784%
40 , 253869 , 0.1784%
41 , 93018 , 0.0654%
50 , 30909444 , 21.7205%
53 , 5 , 0.0%
54 , 3 , 0.0%
60 , 4047 , 0.0028%
75 , 9519293 , 6.6893%
102 , 1 , 0.0%
110 , 2841 , 0.002%
111 , 1556 , 0.0011%
112 , 1718 , 0.0012%
113 , 1584 , 0.0011%
114 , 1764 , 0.0012%
115 , 1087 , 0.0008%
116 , 1361 , 0.001%
117 , 837 , 0.0006%
118 , 828 , 0.0006%
119 , 607 , 0.0004%
120 , 986 , 0.0007%
121 , 574 , 0.0004%
122 , 681 , 0.0005%
123 , 459 , 0.0003%
124 , 473 , 0.0003%
125 , 282 , 0.0002%
126 , 377 , 0.0003%
127 , 224 , 0.0002%
128 , 249 , 0.0002%
129 , 222 , 0.0002%
130 , 306 , 0.0002%
131 , 3182911 , 2.2367%
132 , 209 , 0.0001%
133 , 143 , 0.0001%
134 , 158 , 0.0001%
135 , 97 , 0.0001%
136 , 121 , 0.0001%
137 , 72 , 0.0001%
138 , 102 , 0.0001%
139 , 89 , 0.0001%
200 , 231 , 0.0002%
201 , 4897 , 0.0034%
202 , 63 , 0.0%
300 , 9676 , 0.0068%
301 , 61954 , 0.0435%
304 , 127848 , 0.0898%
